cohort,instance,workflow_family,task_scale,cluster,scenario,deadline_factor,mode,variant,cost,algorithm_time_ms,valid,process_wall_seconds
primary,setting2_atacseq1000_72_143_15_1_2,atacseq,atacseq1000,small,2,1.0,without_ls,slackR,68017,330.0,True,3.811781
primary,setting2_atacseq1000_72_143_15_1_2,atacseq,atacseq1000,small,2,1.0,without_ls,slackW,66826,286.0,True,3.811781
primary,setting2_atacseq1000_72_143_15_1_2,atacseq,atacseq1000,small,2,1.0,without_ls,slackWR,63685,323.0,True,3.811781
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,baseline,baseline,95712,5.0,True,0.174127
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,with_ls,press-LS,850,365.0,True,4.302772
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,with_ls,pressR-LS,300,394.0,True,4.302772
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,with_ls,pressW-LS,62099,337.0,True,4.302772
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,with_ls,pressWR-LS,66260,418.0,True,4.302772
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,with_ls,slack-LS,100,333.0,True,4.302772
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,with_ls,slackR-LS,100,377.0,True,4.302772
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,with_ls,slackW-LS,56583,369.0,True,4.302772
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,with_ls,slackWR-LS,68699,393.0,True,4.302772
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,without_ls,press,1449,306.0,True,3.971264
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,without_ls,pressR,500,363.0,True,3.971264
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,without_ls,pressW,62341,305.0,True,3.971264
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,without_ls,pressWR,66546,352.0,True,3.971264
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,without_ls,slack,200,318.0,True,3.971264
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,without_ls,slackR,100,358.0,True,3.971264
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,without_ls,slackW,57683,301.0,True,3.971264
primary,setting2_atacseq1000_72_215_22_1_2,atacseq,atacseq1000,small,2,1.5,without_ls,slackWR,69421,349.0,True,3.971264
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,baseline,baseline,195718,5.0,True,0.172913
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,with_ls,press-LS,19264,350.0,True,4.591195
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,with_ls,pressR-LS,13314,434.0,True,4.591195
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,with_ls,pressW-LS,50729,411.0,True,4.591195
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,with_ls,pressWR-LS,49911,541.0,True,4.591195
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,with_ls,slack-LS,3370,333.0,True,4.591195
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,with_ls,slackR-LS,1900,443.0,True,4.591195
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,with_ls,slackW-LS,1900,351.0,True,4.591195
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,with_ls,slackWR-LS,2204,415.0,True,4.591195
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,without_ls,press,19686,301.0,True,4.009165
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,without_ls,pressR,13514,381.0,True,4.009165
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,without_ls,pressW,51831,301.0,True,4.009165
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,without_ls,pressWR,50393,367.0,True,4.009165
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,without_ls,slack,4290,292.0,True,4.009165
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,without_ls,slackR,2702,373.0,True,4.009165
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,without_ls,slackW,2950,285.0,True,4.009165
primary,setting2_atacseq1000_72_286_29_1_2,atacseq,atacseq1000,small,2,2.0,without_ls,slackWR,2704,367.0,True,4.009165
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,baseline,baseline,238668,5.0,True,0.178879
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,with_ls,press-LS,4050,416.0,True,4.811737
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,with_ls,pressR-LS,100,504.0,True,4.811737
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,with_ls,pressW-LS,0,392.0,True,4.811737
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,with_ls,pressWR-LS,0,501.0,True,4.811737
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,with_ls,slack-LS,600,358.0,True,4.811737
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,with_ls,slackR-LS,0,470.0,True,4.811737
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,with_ls,slackW-LS,2400,383.0,True,4.811737
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,with_ls,slackWR-LS,0,453.0,True,4.811737
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,without_ls,press,5550,317.0,True,4.325333
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,without_ls,pressR,278,449.0,True,4.325333
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,without_ls,pressW,400,310.0,True,4.325333
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,without_ls,pressWR,266,429.0,True,4.325333
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,without_ls,slack,702,309.0,True,4.325333
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,without_ls,slackR,0,446.0,True,4.325333
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,without_ls,slackW,3300,303.0,True,4.325333
primary,setting2_atacseq1000_72_429_43_1_2,atacseq,atacseq1000,small,2,3.0,without_ls,slackWR,0,431.0,True,4.325333
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,baseline,baseline,0,2.0,True,0.046286
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,with_ls,press-LS,0,13.0,True,0.438162
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,with_ls,pressR-LS,0,18.0,True,0.438162
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,with_ls,pressW-LS,0,13.0,True,0.438162
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,with_ls,pressWR-LS,0,18.0,True,0.438162
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,with_ls,slack-LS,0,14.0,True,0.438162
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,with_ls,slackR-LS,0,18.0,True,0.438162
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,with_ls,slackW-LS,0,12.0,True,0.438162
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,with_ls,slackWR-LS,0,17.0,True,0.438162
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,without_ls,press,0,9.0,True,0.416979
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,without_ls,pressR,0,14.0,True,0.416979
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,without_ls,pressW,0,9.0,True,0.416979
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,without_ls,pressWR,0,14.0,True,0.416979
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,without_ls,slack,0,9.0,True,0.416979
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,without_ls,slackR,0,13.0,True,0.416979
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,without_ls,slackW,0,8.0,True,0.416979
primary,setting2_atacseq200_144_108_11_1_1,atacseq,atacseq200,large,1,2.0,without_ls,slackWR,0,13.0,True,0.416979
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,baseline,baseline,18652,2.0,True,0.046519
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,with_ls,press-LS,8416,14.0,True,0.443633
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,with_ls,pressR-LS,9220,18.0,True,0.443633
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,with_ls,pressW-LS,7523,12.0,True,0.443633
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,with_ls,pressWR-LS,8526,19.0,True,0.443633
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,with_ls,slack-LS,3406,13.0,True,0.443633
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,with_ls,slackR-LS,4408,17.0,True,0.443633
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,with_ls,slackW-LS,902,12.0,True,0.443633
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,with_ls,slackWR-LS,8524,18.0,True,0.443633
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,without_ls,press,8616,9.0,True,0.414202
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,without_ls,pressR,9322,13.0,True,0.414202
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,without_ls,pressW,7523,9.0,True,0.414202
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,without_ls,pressWR,8626,13.0,True,0.414202
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,without_ls,slack,3406,10.0,True,0.414202
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,without_ls,slackR,4408,13.0,True,0.414202
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,without_ls,slackW,902,9.0,True,0.414202
primary,setting2_atacseq200_144_108_11_1_2,atacseq,atacseq200,large,2,2.0,without_ls,slackWR,8526,13.0,True,0.414202
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,baseline,baseline,0,3.0,True,0.047338
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,with_ls,press-LS,0,14.0,True,0.461299
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,with_ls,pressR-LS,0,22.0,True,0.461299
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,with_ls,pressW-LS,0,14.0,True,0.461299
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,with_ls,pressWR-LS,0,22.0,True,0.461299
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,with_ls,slack-LS,0,14.0,True,0.461299
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,with_ls,slackR-LS,0,22.0,True,0.461299
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,with_ls,slackW-LS,0,13.0,True,0.461299
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,with_ls,slackWR-LS,0,21.0,True,0.461299
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,without_ls,press,0,9.0,True,0.436212
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,without_ls,pressR,0,17.0,True,0.436212
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,without_ls,pressW,0,9.0,True,0.436212
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,without_ls,pressWR,0,17.0,True,0.436212
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,without_ls,slack,0,10.0,True,0.436212
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,without_ls,slackR,0,17.0,True,0.436212
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,without_ls,slackW,0,9.0,True,0.436212
primary,setting2_atacseq200_144_162_17_1_1,atacseq,atacseq200,large,1,3.0,without_ls,slackWR,0,17.0,True,0.436212
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,baseline,baseline,26291,3.0,True,0.046838
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,with_ls,press-LS,3806,15.0,True,0.48189
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,with_ls,pressR-LS,8418,24.0,True,0.48189
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,with_ls,pressW-LS,2808,14.0,True,0.48189
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,with_ls,pressWR-LS,9938,27.0,True,0.48189
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,with_ls,slack-LS,2608,15.0,True,0.48189
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,with_ls,slackR-LS,7214,24.0,True,0.48189
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,with_ls,slackW-LS,3708,19.0,True,0.48189
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,with_ls,slackWR-LS,10843,24.0,True,0.48189
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,without_ls,press,3806,9.0,True,0.43312
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,without_ls,pressR,8518,17.0,True,0.43312
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,without_ls,pressW,2808,9.0,True,0.43312
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,without_ls,pressWR,10240,17.0,True,0.43312
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,without_ls,slack,2608,10.0,True,0.43312
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,without_ls,slackR,7416,16.0,True,0.43312
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,without_ls,slackW,4210,9.0,True,0.43312
primary,setting2_atacseq200_144_162_17_1_2,atacseq,atacseq200,large,2,3.0,without_ls,slackWR,11143,16.0,True,0.43312
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,baseline,baseline,0,3.0,True,0.04603
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,with_ls,press-LS,0,11.0,True,0.412668
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,with_ls,pressR-LS,0,13.0,True,0.412668
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,with_ls,pressW-LS,0,11.0,True,0.412668
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,with_ls,pressWR-LS,0,13.0,True,0.412668
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,with_ls,slack-LS,0,12.0,True,0.412668
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,with_ls,slackR-LS,0,13.0,True,0.412668
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,with_ls,slackW-LS,0,11.0,True,0.412668
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,with_ls,slackWR-LS,0,13.0,True,0.412668
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,without_ls,press,0,8.0,True,0.399478
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,without_ls,pressR,0,10.0,True,0.399478
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,without_ls,pressW,0,8.0,True,0.399478
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,without_ls,pressWR,0,10.0,True,0.399478
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,without_ls,slack,0,9.0,True,0.399478
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,without_ls,slackR,0,10.0,True,0.399478
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,without_ls,slackW,0,8.0,True,0.399478
primary,setting2_atacseq200_144_54_6_1_1,atacseq,atacseq200,large,1,1.0,without_ls,slackWR,0,10.0,True,0.399478
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,baseline,baseline,13379,2.0,True,0.046182
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,with_ls,press-LS,4808,12.0,True,0.422569
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,with_ls,pressR-LS,4506,14.0,True,0.422569
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,with_ls,pressW-LS,4808,12.0,True,0.422569
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,with_ls,pressWR-LS,4608,15.0,True,0.422569
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,with_ls,slack-LS,4408,11.0,True,0.422569
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,with_ls,slackR-LS,4608,13.0,True,0.422569
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,with_ls,slackW-LS,4409,11.0,True,0.422569
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,with_ls,slackWR-LS,4409,14.0,True,0.422569
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,without_ls,press,5573,8.0,True,0.394947
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,without_ls,pressR,4606,11.0,True,0.394947
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,without_ls,pressW,5072,8.0,True,0.394947
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,without_ls,pressWR,4608,11.0,True,0.394947
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,without_ls,slack,4532,9.0,True,0.394947
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,without_ls,slackR,4608,11.0,True,0.394947
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,without_ls,slackW,4489,8.0,True,0.394947
primary,setting2_atacseq200_144_54_6_1_2,atacseq,atacseq200,large,2,1.0,without_ls,slackWR,4410,10.0,True,0.394947
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,baseline,baseline,0,2.0,True,0.046361
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,with_ls,press-LS,0,12.0,True,0.428494
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,with_ls,pressR-LS,0,16.0,True,0.428494
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,with_ls,pressW-LS,0,12.0,True,0.428494
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,with_ls,pressWR-LS,0,16.0,True,0.428494
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,with_ls,slack-LS,0,12.0,True,0.428494
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,with_ls,slackR-LS,0,15.0,True,0.428494
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,with_ls,slackW-LS,0,12.0,True,0.428494
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,with_ls,slackWR-LS,0,15.0,True,0.428494
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,without_ls,press,0,8.0,True,0.410513
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,without_ls,pressR,0,12.0,True,0.410513
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,without_ls,pressW,0,8.0,True,0.410513
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,without_ls,pressWR,0,12.0,True,0.410513
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,without_ls,slack,0,8.0,True,0.410513
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,without_ls,slackR,0,12.0,True,0.410513
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,without_ls,slackW,0,8.0,True,0.410513
primary,setting2_atacseq200_144_81_9_1_1,atacseq,atacseq200,large,1,1.5,without_ls,slackWR,0,12.0,True,0.410513
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,baseline,baseline,22095,3.0,True,0.046209
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,with_ls,press-LS,20081,13.0,True,0.451045
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,with_ls,pressR-LS,13195,17.0,True,0.451045
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,with_ls,pressW-LS,16234,13.0,True,0.451045
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,with_ls,pressWR-LS,15632,17.0,True,0.451045
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,with_ls,slack-LS,21286,13.0,True,0.451045
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,with_ls,slackR-LS,15107,17.0,True,0.451045
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,with_ls,slackW-LS,23198,12.0,True,0.451045
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,with_ls,slackWR-LS,19265,17.0,True,0.451045
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,without_ls,press,21293,8.0,True,0.406047
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,without_ls,pressR,14814,12.0,True,0.406047
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,without_ls,pressW,18441,7.0,True,0.406047
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,without_ls,pressWR,16455,12.0,True,0.406047
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,without_ls,slack,22090,9.0,True,0.406047
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,without_ls,slackR,16326,12.0,True,0.406047
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,without_ls,slackW,24303,8.0,True,0.406047
primary,setting2_atacseq200_144_81_9_1_2,atacseq,atacseq200,large,2,1.5,without_ls,slackWR,20176,12.0,True,0.406047
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,baseline,baseline,19763,1.0,True,0.039847
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,with_ls,press-LS,2504,9.0,True,0.384476
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,with_ls,pressR-LS,3803,16.0,True,0.384476
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,with_ls,pressW-LS,1602,9.0,True,0.384476
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,with_ls,pressWR-LS,3606,14.0,True,0.384476
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,with_ls,slack-LS,0,9.0,True,0.384476
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,with_ls,slackR-LS,300,13.0,True,0.384476
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,with_ls,slackW-LS,2304,8.0,True,0.384476
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,with_ls,slackWR-LS,3346,17.0,True,0.384476
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,without_ls,press,2504,7.0,True,0.361491
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,without_ls,pressR,4204,11.0,True,0.361491
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,without_ls,pressW,1602,8.0,True,0.361491
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,without_ls,pressWR,3706,11.0,True,0.361491
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,without_ls,slack,0,8.0,True,0.361491
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,without_ls,slackR,300,12.0,True,0.361491
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,without_ls,slackW,2304,7.0,True,0.361491
primary,setting2_atacseq200_72_110_11_1_2,atacseq,atacseq200,small,2,2.0,without_ls,slackWR,3626,10.0,True,0.361491
primary,setting2_atacseq200_72_165_17_1_2,atacseq,atacseq200,small,2,3.0,baseline,baseline,27671,1.0,True,0.038881
primary,setting2_atacseq200_72_165_17_1_2,atacseq,atacseq200,small,2,3.0,with_ls,press-LS,0,11.0,True,0.385773
primary,setting2_atacseq200_72_165_17_1_2,atacseq,atacseq200,small,2,3.0,with_ls,pressR-LS,300,16.0,True,0.385773
