cohort,instance,workflow_family,task_scale,cluster,scenario,deadline_factor,mode,variant,cost,algorithm_time_ms,valid,process_wall_seconds
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,with_ls,pressW-LS,17277,16.0,True,0.455279
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,with_ls,pressWR-LS,14525,19.0,True,0.455279
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,with_ls,slack-LS,18898,17.0,True,0.455279
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,with_ls,slackR-LS,11171,19.0,True,0.455279
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,with_ls,slackW-LS,21213,16.0,True,0.455279
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,with_ls,slackWR-LS,12517,19.0,True,0.455279
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,without_ls,press,20006,8.0,True,0.431142
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,without_ls,pressR,13707,14.0,True,0.431142
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,without_ls,pressW,18582,8.0,True,0.431142
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,without_ls,pressWR,14527,14.0,True,0.431142
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,without_ls,slack,20808,9.0,True,0.431142
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,without_ls,slackR,11675,15.0,True,0.431142
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,without_ls,slackW,23829,8.0,True,0.431142
primary,setting3_atacseq200_144_108_11_1_3,atacseq,atacseq200,large,3,2.0,without_ls,slackWR,12519,14.0,True,0.431142
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,baseline,baseline,48648,2.0,True,0.047261
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,with_ls,press-LS,40488,19.0,True,0.496321
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,with_ls,pressR-LS,40767,25.0,True,0.496321
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,with_ls,pressW-LS,41857,19.0,True,0.496321
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,with_ls,pressWR-LS,40589,25.0,True,0.496321
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,with_ls,slack-LS,41021,17.0,True,0.496321
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,with_ls,slackR-LS,40858,23.0,True,0.496321
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,with_ls,slackW-LS,41639,21.0,True,0.496321
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,with_ls,slackWR-LS,40646,25.0,True,0.496321
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,without_ls,press,41861,10.0,True,0.442411
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,without_ls,pressR,40794,17.0,True,0.442411
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,without_ls,pressW,42436,10.0,True,0.442411
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,without_ls,pressWR,40712,16.0,True,0.442411
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,without_ls,slack,41635,11.0,True,0.442411
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,without_ls,slackR,41269,17.0,True,0.442411
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,without_ls,slackW,42914,10.0,True,0.442411
primary,setting3_atacseq200_144_162_17_1_3,atacseq,atacseq200,large,3,3.0,without_ls,slackWR,40762,16.0,True,0.442411
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,baseline,baseline,35844,3.0,True,0.045775
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,with_ls,press-LS,30891,11.0,True,0.421497
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,with_ls,pressR-LS,28428,15.0,True,0.421497
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,with_ls,pressW-LS,30459,11.0,True,0.421497
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,with_ls,pressWR-LS,27549,15.0,True,0.421497
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,with_ls,slack-LS,33839,13.0,True,0.421497
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,with_ls,slackR-LS,26847,15.0,True,0.421497
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,with_ls,slackW-LS,33224,12.0,True,0.421497
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,with_ls,slackWR-LS,27279,15.0,True,0.421497
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,without_ls,press,32833,8.0,True,0.394793
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,without_ls,pressR,30161,11.0,True,0.394793
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,without_ls,pressW,31563,7.0,True,0.394793
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,without_ls,pressWR,29677,10.0,True,0.394793
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,without_ls,slack,35610,9.0,True,0.394793
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,without_ls,slackR,28890,11.0,True,0.394793
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,without_ls,slackW,34085,8.0,True,0.394793
primary,setting3_atacseq200_144_54_6_1_3,atacseq,atacseq200,large,3,1.0,without_ls,slackWR,28214,10.0,True,0.394793
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,baseline,baseline,53308,3.0,True,0.046724
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,with_ls,press-LS,47462,15.0,True,0.453201
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,with_ls,pressR-LS,46515,20.0,True,0.453201
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,with_ls,pressW-LS,46789,14.0,True,0.453201
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,with_ls,pressWR-LS,46418,18.0,True,0.453201
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,with_ls,slack-LS,46912,15.0,True,0.453201
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,with_ls,slackR-LS,46968,19.0,True,0.453201
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,with_ls,slackW-LS,47437,13.0,True,0.453201
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,with_ls,slackWR-LS,46540,19.0,True,0.453201
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,without_ls,press,48691,9.0,True,0.413561
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,without_ls,pressR,48385,12.0,True,0.413561
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,without_ls,pressW,48307,8.0,True,0.413561
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,without_ls,pressWR,47921,12.0,True,0.413561
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,without_ls,slack,48027,9.0,True,0.413561
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,without_ls,slackR,49247,12.0,True,0.413561
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,without_ls,slackW,48677,8.0,True,0.413561
primary,setting3_atacseq200_144_81_9_1_3,atacseq,atacseq200,large,3,1.5,without_ls,slackWR,48924,12.0,True,0.413561
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,baseline,baseline,43989,1.0,True,0.03989
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,with_ls,press-LS,23445,10.0,True,0.394471
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,with_ls,pressR-LS,17426,15.0,True,0.394471
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,with_ls,pressW-LS,23105,11.0,True,0.394471
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,with_ls,pressWR-LS,17113,15.0,True,0.394471
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,with_ls,slack-LS,26543,12.0,True,0.394471
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,with_ls,slackR-LS,15274,16.0,True,0.394471
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,with_ls,slackW-LS,31845,13.0,True,0.394471
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,with_ls,slackWR-LS,25924,15.0,True,0.394471
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,without_ls,press,23472,7.0,True,0.363242
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,without_ls,pressR,17817,12.0,True,0.363242
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,without_ls,pressW,23867,6.0,True,0.363242
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,without_ls,pressWR,17414,11.0,True,0.363242
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,without_ls,slack,26955,7.0,True,0.363242
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,without_ls,slackR,15783,12.0,True,0.363242
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,without_ls,slackW,33169,7.0,True,0.363242
primary,setting3_atacseq200_72_110_11_1_3,atacseq,atacseq200,small,3,2.0,without_ls,slackWR,26359,11.0,True,0.363242
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,baseline,baseline,44013,1.0,True,0.039295
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,with_ls,press-LS,32007,14.0,True,0.44107
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,with_ls,pressR-LS,31674,21.0,True,0.44107
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,with_ls,pressW-LS,32091,19.0,True,0.44107
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,with_ls,pressWR-LS,31087,20.0,True,0.44107
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,with_ls,slack-LS,33745,19.0,True,0.44107
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,with_ls,slackR-LS,31632,21.0,True,0.44107
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,with_ls,slackW-LS,32281,18.0,True,0.44107
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,with_ls,slackWR-LS,31130,21.0,True,0.44107
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,without_ls,press,33067,7.0,True,0.377926
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,without_ls,pressR,31701,15.0,True,0.377926
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,without_ls,pressW,33450,7.0,True,0.377926
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,without_ls,pressWR,31104,14.0,True,0.377926
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,without_ls,slack,34937,9.0,True,0.377926
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,without_ls,slackR,32556,15.0,True,0.377926
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,without_ls,slackW,33360,7.0,True,0.377926
primary,setting3_atacseq200_72_165_17_1_3,atacseq,atacseq200,small,3,3.0,without_ls,slackWR,31233,14.0,True,0.377926
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,baseline,baseline,33493,1.0,True,0.039681
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,with_ls,press-LS,30056,8.0,True,0.367649
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,with_ls,pressR-LS,26434,11.0,True,0.367649
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,with_ls,pressW-LS,29607,9.0,True,0.367649
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,with_ls,pressWR-LS,27096,12.0,True,0.367649
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,with_ls,slack-LS,30459,9.0,True,0.367649
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,with_ls,slackR-LS,26928,13.0,True,0.367649
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,with_ls,slackW-LS,30024,9.0,True,0.367649
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,with_ls,slackWR-LS,26943,10.0,True,0.367649
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,without_ls,press,33106,6.0,True,0.345452
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,without_ls,pressR,29275,9.0,True,0.345452
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,without_ls,pressW,32906,6.0,True,0.345452
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,without_ls,pressWR,28178,8.0,True,0.345452
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,without_ls,slack,32619,7.0,True,0.345452
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,without_ls,slackR,27914,10.0,True,0.345452
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,without_ls,slackW,33021,6.0,True,0.345452
primary,setting3_atacseq200_72_55_6_1_3,atacseq,atacseq200,small,3,1.0,without_ls,slackWR,27587,9.0,True,0.345452
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,baseline,baseline,50420,1.0,True,0.039768
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,with_ls,press-LS,42925,12.0,True,0.387916
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,with_ls,pressR-LS,42537,14.0,True,0.387916
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,with_ls,pressW-LS,43633,11.0,True,0.387916
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,with_ls,pressWR-LS,42647,15.0,True,0.387916
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,with_ls,slack-LS,45310,12.0,True,0.387916
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,with_ls,slackR-LS,43191,16.0,True,0.387916
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,with_ls,slackW-LS,43753,10.0,True,0.387916
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,with_ls,slackWR-LS,43821,14.0,True,0.387916
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,without_ls,press,45659,7.0,True,0.354219
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,without_ls,pressR,44590,10.0,True,0.354219
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,without_ls,pressW,46417,8.0,True,0.354219
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,without_ls,pressWR,45022,10.0,True,0.354219
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,without_ls,slack,49128,8.0,True,0.354219
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,without_ls,slackR,44422,11.0,True,0.354219
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,without_ls,slackW,47529,6.0,True,0.354219
primary,setting3_atacseq200_72_83_9_1_3,atacseq,atacseq200,small,3,1.5,without_ls,slackWR,44707,10.0,True,0.354219
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,baseline,baseline,1210,2.0,True,0.014349
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,with_ls,press-LS,1210,3.0,True,0.092601
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,with_ls,pressR-LS,1216,4.0,True,0.092601
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,with_ls,pressW-LS,1210,3.0,True,0.092601
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,with_ls,pressWR-LS,1212,4.0,True,0.092601
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,with_ls,slack-LS,1210,3.0,True,0.092601
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,with_ls,slackR-LS,1210,3.0,True,0.092601
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,with_ls,slackW-LS,1210,3.0,True,0.092601
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,with_ls,slackWR-LS,1210,3.0,True,0.092601
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,without_ls,press,1517,1.0,True,0.083478
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,without_ls,pressR,1216,1.0,True,0.083478
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,without_ls,pressW,1413,1.0,True,0.083478
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,without_ls,pressWR,1216,1.0,True,0.083478
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,without_ls,slack,1213,2.0,True,0.083478
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,without_ls,slackR,1212,2.0,True,0.083478
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,without_ls,slackW,1818,2.0,True,0.083478
primary,setting3_bacass_144_21_3_1_3,bacass,bacass,large,3,1.0,without_ls,slackWR,1414,1.0,True,0.083478
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,baseline,baseline,1210,2.0,True,0.014188
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,with_ls,press-LS,710,3.0,True,0.09382
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,with_ls,pressR-LS,1010,3.0,True,0.09382
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,with_ls,pressW-LS,710,2.0,True,0.09382
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,with_ls,pressWR-LS,610,3.0,True,0.09382
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,with_ls,slack-LS,506,3.0,True,0.09382
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,with_ls,slackR-LS,506,4.0,True,0.09382
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,with_ls,slackW-LS,1010,2.0,True,0.09382
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,with_ls,slackWR-LS,1010,4.0,True,0.09382
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,without_ls,press,1124,2.0,True,0.08339
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,without_ls,pressR,1012,1.0,True,0.08339
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,without_ls,pressW,1120,2.0,True,0.08339
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,without_ls,pressWR,610,2.0,True,0.08339
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,without_ls,slack,1114,2.0,True,0.08339
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,without_ls,slackR,806,2.0,True,0.08339
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,without_ls,slackW,1216,1.0,True,0.08339
primary,setting3_bacass_144_32_4_1_3,bacass,bacass,large,3,1.5,without_ls,slackWR,1214,2.0,True,0.08339
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,baseline,baseline,1208,2.0,True,0.014416
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,with_ls,press-LS,1118,3.0,True,0.095039
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,with_ls,pressR-LS,808,4.0,True,0.095039
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,with_ls,pressW-LS,1118,3.0,True,0.095039
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,with_ls,pressWR-LS,808,4.0,True,0.095039
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,with_ls,slack-LS,814,4.0,True,0.095039
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,with_ls,slackR-LS,808,4.0,True,0.095039
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,with_ls,slackW-LS,812,3.0,True,0.095039
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,with_ls,slackWR-LS,808,4.0,True,0.095039
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,without_ls,press,1320,2.0,True,0.083804
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,without_ls,pressR,1016,2.0,True,0.083804
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,without_ls,pressW,1318,2.0,True,0.083804
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,without_ls,pressWR,1014,2.0,True,0.083804
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,without_ls,slack,918,2.0,True,0.083804
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,without_ls,slackR,1016,2.0,True,0.083804
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,without_ls,slackW,812,2.0,True,0.083804
primary,setting3_bacass_144_42_5_1_3,bacass,bacass,large,3,2.0,without_ls,slackWR,1014,2.0,True,0.083804
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,baseline,baseline,1208,2.0,True,0.014413
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,with_ls,press-LS,0,4.0,True,0.095899
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,with_ls,pressR-LS,408,4.0,True,0.095899
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,with_ls,pressW-LS,316,3.0,True,0.095899
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,with_ls,pressWR-LS,408,3.0,True,0.095899
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,with_ls,slack-LS,310,4.0,True,0.095899
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,with_ls,slackR-LS,404,4.0,True,0.095899
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,with_ls,slackW-LS,812,3.0,True,0.095899
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,with_ls,slackWR-LS,808,4.0,True,0.095899
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,without_ls,press,2,2.0,True,0.086015
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,without_ls,pressR,614,1.0,True,0.086015
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,without_ls,pressW,318,1.0,True,0.086015
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,without_ls,pressWR,612,1.0,True,0.086015
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,without_ls,slack,714,2.0,True,0.086015
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,without_ls,slackR,1004,2.0,True,0.086015
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,without_ls,slackW,812,1.0,True,0.086015
primary,setting3_bacass_144_63_7_1_3,bacass,bacass,large,3,3.0,without_ls,slackWR,1014,2.0,True,0.086015
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,baseline,baseline,1210,0.0,True,0.008046
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,with_ls,press-LS,1210,0.0,True,0.037238
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,with_ls,pressR-LS,1212,0.0,True,0.037238
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,with_ls,pressW-LS,1210,0.0,True,0.037238
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,with_ls,pressWR-LS,1212,0.0,True,0.037238
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,with_ls,slack-LS,1210,0.0,True,0.037238
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,with_ls,slackR-LS,1210,0.0,True,0.037238
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,with_ls,slackW-LS,1210,0.0,True,0.037238
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,with_ls,slackWR-LS,1210,0.0,True,0.037238
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,without_ls,press,1520,0.0,True,0.033782
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,without_ls,pressR,1214,0.0,True,0.033782
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,without_ls,pressW,1416,0.0,True,0.033782
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,without_ls,pressWR,1218,0.0,True,0.033782
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,without_ls,slack,1214,0.0,True,0.033782
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,without_ls,slackR,1212,0.0,True,0.033782
primary,setting3_bacass_72_21_3_1_3,bacass,bacass,small,3,1.0,without_ls,slackW,1818,0.0,True,0.033782
